satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,departments,salary,left
0.481,0.073,6,181,1,1,0,management,high,0
0.456,0.178,3,303,6,1,0,hr,high,1
0.24,0.101,2,266,1,1,0,IT,high,0
0.645,0.765,7,130,3,1,1,support,low,0
0.289,0.836,7,243,3,1,0,sales,medium,1
0.258,0.186,2,251,7,1,1,management,medium,0
0.586,0.219,2,136,9,1,0,accounting,high,0
0.41,0.323,5,314,7,0,0,management,medium,1
0.219,0.591,2,151,5,0,0,accounting,high,1
0.816,0.622,6,211,6,0,0,product_mng,high,0
0.861,0.687,7,198,6,1,1,technical,medium,1
0.168,0.905,3,246,2,0,0,sales,high,0
0.008,0.295,3,296,10,1,0,accounting,high,1
0.336,0.659,7,174,10,0,1,IT,high,1
0.798,0.56,4,172,3,0,0,IT,high,0
0.839,0.306,3,260,2,0,0,hr,medium,0
0.138,0.907,2,308,2,0,1,product_mng,medium,1
0.774,0.095,7,298,7,1,1,management,medium,1
0.116,0.712,7,260,1,0,1,marketing,high,0
0.39,0.728,2,248,2,0,1,hr,medium,0
0.999,0.915,6,264,7,0,0,technical,high,0
0.193,0.519,2,304,2,0,1,IT,high,0
0.154,0.322,2,82,1,1,1,technical,medium,0
0.423,0.828,4,221,1,1,0,sales,medium,0
0.62,0.771,4,88,8,0,1,management,medium,0
0.933,0.5,7,218,4,0,0,marketing,high,0
0.981,0.768,6,174,3,0,0,IT,low,0
0.07,0.268,2,153,7,0,0,IT,low,0
0.138,0.59,5,293,2,1,1,support,low,0
0.791,0.865,7,250,6,1,1,technical,low,1
0.271,0.318,5,216,5,0,0,management,high,0
0.885,0.484,3,291,7,0,0,technical,high,1
0.663,0.951,2,103,7,0,1,IT,medium,0
0.112,0.798,4,235,7,0,0,technical,low,1
0.833,0.887,4,117,3,0,0,management,medium,0
0.176,0.385,4,135,2,1,0,support,high,0
0.423,0.997,2,124,6,0,1,IT,low,0
0.552,0.153,2,210,1,0,1,accounting,medium,0
0.501,0.519,5,230,5,1,0,marketing,medium,1
0.686,0.479,7,261,7,0,1,IT,high,0
0.653,0.798,5,185,9,0,1,marketing,medium,0
0.992,0.909,4,305,7,0,0,product_mng,medium,0
0.999,0.731,7,169,10,0,1,support,high,0
0.516,0.627,6,117,6,0,0,marketing,high,0
0.095,0.427,6,88,5,0,0,IT,medium,1
0.728,0.51,5,110,3,1,0,management,high,0
0.977,0.509,6,186,7,1,1,product_mng,high,0
0.318,0.02,5,179,9,0,0,accounting,medium,1
0.461,0.503,5,285,4,0,0,support,high,1
0.425,0.856,5,110,1,0,1,RandD,medium,0
0.051,0.709,6,142,1,1,1,marketing,medium,0
0.672,0.796,7,315,7,0,0,accounting,low,1
0.353,0.39,3,86,7,1,0,product_mng,high,0
0.787,0.529,6,181,2,1,1,accounting,low,0
0.832,0.033,2,127,1,0,1,sales,high,0
0.821,0.383,5,208,7,0,1,RandD,high,0
0.417,0.474,7,313,4,0,1,accounting,high,1
0.322,0.255,5,134,5,1,1,product_mng,low,1
0.749,0.031,3,168,3,0,0,sales,medium,0
0.801,0.69,5,187,8,0,0,marketing,high,1
0.491,0.435,4,271,8,1,1,accounting,medium,1
0.893,0.416,4,316,1,1,1,product_mng,medium,0
0.144,0.25,3,103,1,0,0,sales,medium,1
0.879,0.538,5,197,6,0,0,IT,low,0
0.096,0.438,3,260,7,1,1,management,medium,1
0.154,0.474,4,82,2,0,0,support,high,0
0.534,0.581,7,273,2,1,0,marketing,low,1
0.068,0.006,6,138,7,1,1,IT,low,0
0.053,0.908,4,204,5,0,0,accounting,low,1
0.001,0.071,7,314,2,0,0,product_mng,medium,1
0.436,0.451,2,232,7,1,0,IT,low,1
0.775,0.207,7,317,1,1,0,marketing,medium,1
0.035,0.524,4,224,3,0,1,marketing,high,1
0.652,0.28,6,130,8,1,0,product_mng,low,1
0.823,0.86,7,246,3,1,0,support,low,1
0.168,0.396,5,227,1,1,0,technical,low,0
0.147,0.639,5,154,10,1,0,RandD,medium,1
0.861,0.249,6,98,3,0,1,IT,high,0
0.823,0.019,3,235,6,1,0,RandD,low,0
0.539,0.404,3,218,9,1,1,IT,low,1
0.819,0.536,4,265,10,0,0,hr,low,1
0.093,0.46,4,110,9,0,1,accounting,high,0
0.394,0.962,6,209,4,1,0,product_mng,low,1
0.738,0.707,3,276,9,1,0,IT,medium,1
0.257,0.996,5,293,1,0,0,accounting,medium,1
0.752,0.295,2,305,4,1,0,sales,low,1
0.504,0.789,2,130,2,1,0,sales,medium,0
0.75,0.556,7,121,6,1,0,sales,low,1
0.465,0.612,7,218,9,1,0,IT,medium,1
0.368,0.986,7,191,8,1,1,product_mng,low,1
0.219,0.654,3,136,10,0,1,support,high,0
0.208,0.899,5,104,2,1,1,technical,high,0
0.751,0.726,6,114,8,1,0,IT,low,0
0.119,0.127,3,161,8,1,1,product_mng,medium,1
0.086,0.699,6,257,5,1,1,support,medium,1
0.176,0.484,6,95,1,0,1,marketing,low,0
0.175,0.919,4,105,2,1,0,IT,high,0
0.823,0.807,4,143,10,1,1,management,medium,0
0.399,0.104,3,289,3,1,1,management,low,0
0.99,0.134,6,317,7,0,0,RandD,medium,1
0.137,0.07,7,185,10,0,1,marketing,high,1
0.654,0.493,7,90,5,0,1,sales,medium,0
0.449,0.081,6,82,3,1,1,RandD,high,1
0.393,0.724,4,286,5,1,1,IT,low,1
0.875,0.552,6,186,3,0,1,support,high,0
0.976,0.836,3,98,2,0,1,accounting,low,0
0.873,0.28,7,280,9,1,1,sales,medium,1
0.192,0.519,3,206,4,1,0,support,medium,0
0.221,0.117,4,163,7,1,1,accounting,low,1
0.656,0.885,2,188,8,0,1,management,high,0
0.289,0.175,2,134,6,1,1,marketing,medium,0
0.735,0.102,4,303,6,0,0,marketing,medium,1
0.566,0.205,5,269,2,1,0,management,medium,0
0.551,0.806,2,127,6,1,1,sales,low,0
0.829,0.106,7,256,8,1,1,product_mng,medium,1
0.711,0.614,2,123,2,0,1,support,low,0
0.027,0.746,7,188,3,1,0,product_mng,high,0
0.049,0.751,3,259,7,1,1,management,high,1
0.602,0.19,4,88,10,1,1,marketing,high,0
0.486,0.062,2,254,4,1,0,management,low,1
0.26,0.449,6,134,9,1,0,marketing,medium,0
0.419,0.202,6,247,2,1,0,hr,medium,0
0.758,0.699,2,199,6,0,1,technical,high,0
0.827,0.357,2,86,10,0,1,IT,medium,0
0.561,0.449,5,262,5,0,1,support,high,0
0.385,0.113,7,142,6,1,1,accounting,low,0
0.271,0.568,2,308,2,0,0,marketing,high,0
0.522,0.186,3,281,6,0,1,support,medium,0
0.315,0.679,5,126,6,1,0,technical,high,0
0.564,0.071,2,224,10,0,0,IT,low,1
0.677,0.976,3,166,3,0,0,technical,low,0
0.066,0.685,2,224,4,0,1,RandD,medium,0
0.001,0.182,4,213,7,0,1,hr,medium,1
0.212,0.014,6,151,10,0,1,management,low,1
0.895,0.334,4,236,3,1,1,support,medium,0
0.646,0.153,3,142,7,1,0,product_mng,medium,0
0.172,0.218,4,297,9,1,1,marketing,low,1
0.89,0.873,5,307,7,0,0,product_mng,medium,1
0.47,0.603,2,119,5,1,1,product_mng,high,0
0.476,0.176,2,254,3,0,1,support,low,0
0.936,0.557,3,303,3,0,1,technical,high,0
0.059,0.256,7,110,1,1,0,product_mng,medium,0
0.215,0.976,6,257,2,0,1,sales,low,1
0.586,0.033,2,305,5,0,1,sales,high,1
0.195,0.732,3,134,2,0,0,marketing,high,0
0.68,0.773,4,219,1,0,1,hr,high,0
0.214,0.067,3,271,7,1,1,marketing,high,0
0.099,0.172,7,160,1,0,0,sales,low,0
0.207,0.384,7,137,2,0,0,hr,low,1
0.423,0.868,3,175,6,0,0,RandD,low,0
0.176,0.537,2,160,10,1,1,IT,high,0
0.135,0.655,3,254,8,1,1,support,low,1
0.86,0.783,5,169,1,1,1,hr,low,0
0.32,0.828,6,170,2,1,1,product_mng,high,0
0.361,0.476,4,306,8,0,1,technical,low,1
0.055,0.509,3,218,8,1,1,support,medium,0
0.357,0.718,3,303,4,0,0,support,low,1
0.265,0.263,2,250,10,1,1,product_mng,low,1
0.61,0.854,2,292,9,1,0,IT,medium,0
0.205,0.021,4,126,8,0,1,marketing,high,0
0.888,0.196,5,305,8,0,0,IT,low,1
0.93,0.8,2,306,8,1,1,RandD,low,0
0.1,0.34,3,89,2,0,1,product_mng,medium,0
0.107,0.15,7,165,8,0,1,management,medium,1
0.115,0.187,7,179,10,0,0,hr,medium,1
0.62,0.531,5,180,3,0,1,IT,medium,0
0.122,0.846,5,266,1,0,1,sales,high,0
0.852,0.071,5,247,4,0,0,marketing,medium,0
0.754,0.03,4,131,3,0,1,IT,high,0
0.82,0.465,3,226,10,0,0,management,high,0
0.526,0.956,4,313,5,1,0,product_mng,medium,1
0.997,0.279,6,185,7,1,1,support,low,1
0.044,0.959,5,302,10,1,1,IT,medium,1
0.401,0.888,6,235,8,0,0,hr,medium,1
0.324,0.283,5,301,8,0,1,technical,medium,0
0.949,0.817,2,296,10,0,1,management,medium,0
0.577,0.686,5,84,7,1,1,support,medium,0
0.806,0.512,7,272,3,0,1,hr,low,1
0.17,0.423,5,125,8,0,1,marketing,medium,1
0.979,0.816,5,277,4,1,0,marketing,high,0
0.499,0.793,3,273,4,0,0,support,high,1
0.494,0.757,6,142,7,1,0,accounting,high,0
0.971,0.998,4,95,4,0,1,RandD,high,0
0.381,0.479,3,180,1,1,1,product_mng,high,0
0.398,0.807,4,152,10,1,1,product_mng,low,0
0.585,0.862,2,212,6,1,0,marketing,high,0
0.128,0.212,7,99,7,1,1,product_mng,low,0
0.321,0.042,6,90,9,1,1,management,low,1
0.193,0.405,3,184,7,0,1,sales,low,0
0.103,0.857,6,264,7,0,1,support,medium,1
0.866,0.289,2,155,8,0,0,hr,low,1
0.589,0.7,4,157,3,0,0,accounting,medium,0
0.359,0.007,5,119,9,1,1,IT,low,1
0.409,0.355,2,147,8,0,1,marketing,low,0
0.432,0.616,6,151,2,0,1,sales,medium,0
0.633,0.13,6,142,2,0,1,technical,medium,0
0.927,0.897,5,162,9,0,1,management,medium,0
0.933,0.156,3,148,9,1,0,RandD,medium,0
0.391,0.91,6,243,10,0,1,sales,medium,1
0.329,0.216,4,161,2,0,0,accounting,low,1
0.451,0.994,6,261,9,1,0,product_mng,medium,1
0.568,0.605,5,225,9,0,0,marketing,high,1
0.462,0.084,2,233,8,0,1,hr,low,0
0.659,0.065,2,220,5,1,1,hr,low,1
0.554,0.075,2,301,6,1,1,technical,high,0
0.321,0.59,2,141,5,0,0,IT,medium,1
0.346,0.81,3,315,1,1,1,support,low,0
0.379,0.403,2,129,6,0,0,management,high,0
0.095,0.445,7,113,3,0,0,accounting,low,0
0.166,0.589,7,278,3,0,0,RandD,medium,1
0.723,0.533,3,295,1,1,1,sales,medium,1
0.389,0.688,3,102,5,1,0,hr,low,0
0.215,0.472,6,223,1,1,0,marketing,high,0
0.563,0.714,5,203,9,0,0,support,medium,0
0.756,0.997,5,132,9,0,1,product_mng,low,0
0.257,0.35,7,204,9,0,1,product_mng,high,1
0.827,0.012,5,244,4,0,0,support,medium,1
0.928,0.126,6,217,2,0,0,management,high,0
0.597,0.554,5,204,6,1,0,management,high,1
0.669,0.344,5,292,7,1,1,sales,low,0
0.053,0.94,3,134,1,1,0,management,high,0
0.946,0.627,5,229,9,0,0,product_mng,low,0
0.392,0.52,7,155,5,0,0,accounting,medium,0
0.924,0.798,4,313,9,0,0,accounting,medium,0
0.579,0.259,2,140,1,1,0,marketing,medium,0
0.005,0.82,5,289,5,1,0,accounting,low,1
0.039,0.003,6,231,5,0,0,RandD,low,1
0.68,0.62,7,131,1,1,1,hr,high,0
0.563,0.935,5,262,8,1,0,product_mng,high,1
0.027,0.788,6,137,10,0,1,accounting,high,1
0.743,0.854,3,142,6,0,0,management,medium,0
0.852,0.397,4,162,4,0,0,management,high,0
0.496,0.824,4,243,7,1,0,technical,low,1
0.466,0.551,3,173,4,0,1,product_mng,high,0
0.005,0.619,6,216,4,0,1,marketing,low,1
0.787,0.059,7,212,8,1,0,RandD,medium,0
0.331,0.202,3,127,6,0,1,RandD,medium,0
0.879,0.551,2,135,3,0,1,hr,high,0
0.373,0.059,6,153,5,1,0,marketing,low,1
0.565,0.741,7,133,9,1,1,accounting,medium,1
0.27,0.84,7,300,6,1,0,hr,low,1
0.161,0.92,3,171,1,1,0,technical,low,0
0.775,0.102,6,177,9,1,1,RandD,medium,0
0.497,0.94,6,241,8,1,0,IT,high,1
0.536,0.068,6,269,3,1,0,management,low,1
0.965,0.474,6,245,10,0,0,marketing,high,1
0.964,0.84,7,212,10,0,1,RandD,medium,0
0.856,0.07,4,314,10,1,1,accounting,high,0
0.188,0.018,2,295,4,0,0,support,low,1
0.594,0.025,3,128,10,1,0,marketing,low,0
0.878,0.511,7,118,9,0,0,accounting,high,0
0.374,0.812,7,174,9,1,1,accounting,low,1
0.101,0.127,2,280,6,1,1,support,low,1
0.811,0.125,4,311,3,0,0,hr,high,0
0.482,0.569,3,248,3,0,1,technical,high,0
0.564,0.234,3,245,10,1,1,support,low,1
0.982,0.73,5,136,6,1,0,hr,high,0
0.607,0.95,5,222,10,1,0,RandD,medium,1
0.425,0.766,4,124,6,1,0,marketing,low,0
0.37,0.877,4,209,6,1,1,marketing,medium,1
0.418,0.52,5,126,1,1,1,management,low,0
0.118,0.832,6,98,5,1,0,support,low,1
0.795,0.183,2,312,6,0,0,support,low,1
0.838,0.068,2,294,2,1,0,product_mng,low,0
0.284,0.656,4,244,2,1,0,hr,medium,1
0.304,0.052,4,230,6,0,0,marketing,high,1
0.874,0.892,7,137,3,1,0,accounting,medium,0
0.024,0.692,7,217,8,1,1,hr,low,1
0.52,0.952,5,259,5,0,1,hr,medium,0
0.464,0.314,2,209,5,1,0,product_mng,high,0
0.69,0.486,2,147,2,1,1,product_mng,high,0
0.163,0.742,4,174,5,1,1,sales,high,0
0.668,0.243,5,281,6,0,1,sales,medium,0
0.377,0.542,5,141,6,0,1,product_mng,medium,0
0.619,0.659,2,310,3,1,1,accounting,low,1
0.04,0.979,7,261,1,0,0,hr,medium,1
0.462,0.745,4,293,10,0,1,product_mng,medium,0
0.522,0.118,5,202,10,1,0,marketing,low,1
0.214,0.475,2,133,10,0,1,hr,low,1
0.14,0.589,6,88,3,1,0,IT,high,1
0.188,0.147,5,208,7,1,0,technical,low,1
0.344,0.432,3,175,2,0,0,management,low,0
0.097,0.284,3,107,10,0,0,marketing,medium,0
0.947,0.119,4,302,1,0,0,technical,low,0
0.405,0.512,2,312,5,0,1,support,high,1
0.809,0.166,7,169,9,1,1,IT,high,0
0.974,0.591,6,240,8,0,0,support,high,1
0.081,0.17,7,179,9,1,0,product_mng,low,1
0.652,0.724,4,199,5,1,0,hr,high,1
0.871,0.195,5,229,1,0,0,accounting,low,0
0.634,0.896,4,179,1,1,1,management,low,0
0.429,0.026,4,272,2,0,1,hr,high,0
0.431,0.522,5,125,1,0,0,IT,high,0
0.036,0.32,4,240,5,0,0,sales,low,1
0.535,0.225,6,315,1,1,1,technical,high,0
0.994,0.472,2,284,2,0,1,accounting,low,1
0.959,0.842,3,90,5,1,0,IT,high,0
0.04,0.915,7,107,8,1,1,accounting,medium,1
0.706,0.303,7,230,7,0,0,product_mng,low,1
0.302,0.154,6,301,1,1,0,hr,high,0
0.903,0.72,4,282,10,0,1,marketing,high,0
0.045,0.582,4,296,6,1,1,management,high,1
0.936,0.201,2,115,4,0,0,support,medium,0
0.837,0.76,3,204,4,1,1,accounting,high,0
0.118,0.519,6,254,9,0,0,marketing,high,1
0.06,0.653,4,229,5,0,1,technical,high,1
0.835,0.359,4,266,3,0,0,support,medium,1
0.156,0.439,2,131,5,0,1,IT,low,0
0.535,0.18,4,189,1,0,1,technical,medium,0
0.916,0.757,6,187,2,0,1,management,medium,0
0.567,0.157,5,305,4,0,1,support,low,0
0.397,0.778,5,128,3,0,1,marketing,low,0
0.445,0.798,7,158,4,1,0,marketing,medium,0
0.063,0.747,3,85,1,1,1,marketing,high,0
0.969,0.019,3,116,7,0,0,RandD,low,0
0.311,0.273,5,315,2,0,1,management,high,1
0.189,0.468,4,283,3,1,0,management,high,0
0.286,0.596,7,142,10,1,1,hr,low,1
0.964,0.919,2,248,1,1,0,product_mng,low,0
0.094,0.376,2,222,3,0,1,accounting,high,0
0.867,0.875,4,297,6,0,0,technical,high,0
0.708,0.163,4,152,4,0,0,hr,medium,0
0.83,0.371,7,318,4,0,0,technical,high,0
0.976,0.052,4,168,2,0,1,technical,low,0
0.842,0.742,4,252,5,0,0,hr,medium,1
0.943,0.151,3,175,8,1,0,accounting,medium,0
0.127,0.257,4,241,6,1,0,technical,low,1
0.796,0.775,5,160,10,1,0,management,high,0
0.546,0.535,5,282,7,1,1,technical,medium,1
0.543,0.014,5,232,8,1,0,sales,low,1
0.899,0.002,4,149,5,1,0,management,low,0
0.972,0.511,2,310,7,0,0,support,low,1
0.705,0.305,2,250,6,0,0,support,medium,1
0.483,0.18,2,182,9,1,1,accounting,high,0
0.456,0.614,5,112,6,1,0,RandD,low,0
0.386,0.228,7,313,5,1,0,marketing,medium,1
0.362,0.592,7,261,1,1,1,management,medium,0
0.392,0.379,3,240,9,0,1,sales,medium,1
0.09,0.187,2,279,5,0,0,management,medium,1
0.077,0.138,5,225,8,0,1,support,high,0
0.78,0.237,2,135,7,0,1,RandD,high,0
0.446,0.03,5,136,1,0,0,IT,medium,0
0.931,0.308,4,98,7,1,1,support,high,0
0.612,0.902,7,95,5,0,0,IT,low,1
0.035,0.831,5,254,3,0,0,marketing,low,1
0.158,0.372,6,284,3,1,1,hr,low,0
0.206,0.576,4,119,7,1,1,technical,low,1
0.976,0.567,7,217,1,0,1,RandD,high,0
0.219,0.829,5,109,7,0,0,hr,low,1
0.516,0.236,5,179,9,1,0,accounting,medium,1
0.936,0.296,4,269,1,1,1,management,medium,0
0.977,0.302,4,274,1,1,0,sales,high,0
0.236,0.041,7,307,1,1,1,IT,low,1
0.049,0.315,4,154,8,0,0,product_mng,high,1
0.154,0.878,2,307,9,0,0,marketing,medium,1
0.063,0.912,4,268,10,1,0,IT,low,1
0.195,0.11,4,161,1,1,1,support,low,0
0.569,0.458,4,158,5,0,0,hr,high,0
0.912,0.381,2,105,1,1,1,support,high,0
0.537,0.489,2,301,4,0,1,management,high,0
0.626,0.555,3,128,4,0,0,sales,medium,0
0.202,0.02,4,144,7,0,0,product_mng,high,0
0.801,0.842,2,179,10,0,1,RandD,low,0
0.618,0.974,4,113,9,0,0,management,low,0
0.864,0.653,3,273,1,0,0,accounting,high,0
0.949,0.66,2,247,3,0,1,sales,low,0
0.348,0.528,3,117,3,1,0,accounting,medium,0
0.091,0.334,3,119,3,1,1,IT,medium,0
0.226,0.149,2,85,4,0,0,hr,low,0
0.438,0.584,6,307,7,1,0,accounting,high,0
0.946,0.045,2,184,8,0,1,technical,low,0
0.378,0.825,5,237,10,1,1,IT,high,1
0.771,0.421,5,115,8,0,0,hr,low,0
0.54,0.415,6,135,3,0,1,management,medium,0
0.183,0.327,5,209,2,0,1,RandD,low,0
0.321,0.969,5,130,4,1,0,support,medium,0
0.653,0.175,6,227,8,1,0,IT,low,1
0.673,0.151,7,301,10,0,0,accounting,low,1
0.435,0.166,3,153,4,1,1,marketing,medium,0
0.229,0.659,6,225,2,1,1,support,high,0
0.722,0.992,4,299,1,1,0,support,high,0
0.169,0.235,2,294,1,1,1,technical,high,1
0.937,0.906,5,81,7,0,1,product_mng,high,0
0.188,0.279,7,106,6,1,1,product_mng,high,0
0.107,0.648,2,316,7,1,1,marketing,high,1
0.498,0.04,2,302,1,0,0,management,medium,0
0.52,0.496,7,157,5,0,0,RandD,high,0
0.508,0.655,5,204,2,1,1,marketing,high,0
0.437,0.536,3,217,4,1,0,IT,medium,0
0.995,0.238,6,240,7,1,0,RandD,low,0
0.486,0.828,4,260,3,1,1,management,low,0
0.478,0.97,3,169,7,0,1,sales,medium,1
0.422,0.459,3,293,3,0,1,IT,medium,0
0.067,0.636,5,94,6,1,1,sales,medium,0
0.593,0.79,2,87,5,1,1,support,high,0
0.228,0.241,4,309,4,0,0,sales,medium,1
0.638,0.864,3,122,2,1,0,marketing,medium,0
0.051,0.28,2,318,6,1,0,hr,high,1
0.981,0.776,6,148,10,0,1,management,high,1
0.469,0.112,2,167,7,1,1,support,medium,0
0.897,0.288,7,86,8,1,1,RandD,medium,0
0.476,0.534,2,306,9,1,1,IT,low,0
0.06,0.525,4,166,1,0,1,IT,medium,1
0.822,0.85,2,120,8,0,0,RandD,low,0
0.648,0.996,4,196,3,1,1,RandD,medium,0
0.782,0.107,5,117,7,0,1,marketing,medium,0
0.428,0.271,2,269,10,1,1,sales,low,1
0.638,0.358,5,97,9,0,0,product_mng,high,1
0.856,0.479,6,199,5,1,1,support,low,0
0.631,0.494,4,173,9,0,0,sales,medium,0
0.348,0.856,2,88,7,1,0,sales,medium,0
0.663,0.771,6,92,2,1,0,product_mng,medium,0
0.672,0.019,3,204,3,1,0,technical,medium,0
0.961,0.455,2,174,10,0,1,accounting,low,0
0.371,0.618,4,111,10,0,0,sales,low,0
0.425,0.46,3,113,9,1,0,support,high,0
0.812,0.131,2,273,4,0,1,management,low,0
0.506,0.397,6,255,4,0,1,accounting,medium,0
0.737,0.412,5,225,9,1,1,marketing,low,0
0.46,0.188,7,280,1,0,0,sales,medium,1
0.215,0.756,4,96,9,1,0,sales,medium,1
0.745,0.321,4,245,7,0,1,management,medium,1
0.131,0.589,7,260,7,1,0,accounting,high,1
0.199,0.516,2,128,5,0,1,management,low,0
0.627,0.877,4,208,10,1,0,hr,medium,1
0.747,0.122,6,264,8,0,0,sales,low,1
0.895,0.114,3,224,1,1,1,hr,medium,0
0.273,0.3,7,139,6,0,0,product_mng,low,1
0.111,0.431,3,239,9,0,1,RandD,low,0
0.956,0.299,4,262,1,0,0,product_mng,high,0
0.154,0.763,7,82,8,0,1,accounting,high,0
0.198,0.245,3,216,3,0,0,hr,low,0
0.291,0.085,7,201,6,1,0,management,low,0
0.529,0.414,2,168,9,1,1,marketing,low,0
0.883,0.773,3,90,5,1,1,support,low,0
0.761,0.851,5,100,1,1,1,RandD,high,0
0.708,0.733,5,260,1,0,1,product_mng,medium,0
0.175,0.558,7,278,8,1,0,support,medium,1
0.358,0.724,7,180,10,0,1,accounting,medium,1
0.478,0.681,6,305,3,0,1,sales,medium,1
0.147,0.234,5,302,10,1,1,product_mng,medium,1
0.273,0.551,3,239,5,0,0,RandD,medium,0
0.308,0.771,6,219,1,0,1,management,high,0
0.127,0.317,5,311,6,0,0,RandD,low,0
0.55,0.654,2,226,10,1,0,management,medium,1
0.705,0.481,6,304,3,1,0,hr,low,0
0.07,0.503,4,314,10,1,1,support,medium,1
0.481,0.09,4,126,7,1,0,hr,high,1
0.782,0.666,4,238,4,0,0,IT,high,0
0.748,0.866,6,255,7,0,1,RandD,medium,0
0.815,0.141,3,276,5,0,0,support,low,0
0.448,0.366,4,163,1,0,0,marketing,high,0
0.821,0.049,2,286,9,0,1,RandD,medium,1
0.241,0.03,4,197,4,0,1,management,high,0
0.361,0.99,2,172,6,1,0,management,medium,0
0.176,0.493,5,117,8,0,0,hr,low,1
0.467,0.356,7,157,1,0,0,marketing,high,0
0.392,0.275,4,313,8,1,1,hr,high,1
0.241,0.98,7,251,4,0,0,technical,high,1
0.752,0.252,7,254,6,0,0,management,low,1
0.314,0.726,2,294,5,0,0,support,medium,1
0.273,0.284,5,144,8,0,0,product_mng,medium,1
0.131,0.07,5,238,2,1,1,management,low,0
0.439,0.683,4,169,2,0,0,accounting,high,0
0.303,0.002,6,283,5,1,1,hr,low,0
0.369,0.676,4,181,2,0,0,RandD,low,1
0.236,0.25,2,285,3,1,0,RandD,low,1
0.763,0.746,5,259,7,0,0,technical,high,1
0.93,0.77,3,265,9,0,0,management,low,1
0.498,0.724,4,302,7,0,0,RandD,medium,1
0.643,0.024,5,269,4,1,1,RandD,low,0
0.867,0.704,6,157,9,0,1,product_mng,medium,0
0.999,0.99,3,205,5,1,1,management,medium,0
0.614,0.243,4,193,2,0,0,product_mng,low,1
0.89,0.274,2,95,8,0,0,technical,low,0
0.909,0.814,4,222,6,1,1,technical,medium,0
0.791,0.16,5,184,4,0,1,RandD,low,0
0.461,0.661,5,174,7,1,1,accounting,medium,0
0.081,0.755,3,106,8,1,1,support,medium,1
0.016,0.037,2,201,3,0,1,RandD,low,0
0.477,0.554,5,218,2,1,1,management,low,0
0.494,0.576,5,105,6,1,1,marketing,medium,0
0.407,0.303,2,232,1,1,1,management,high,0
0.568,0.876,5,120,7,0,0,technical,low,0
0.552,0.163,2,114,5,0,0,product_mng,medium,0
0.837,0.364,4,176,3,1,1,marketing,high,0
0.109,0.849,5,173,6,1,1,IT,medium,1
0.225,0.191,6,299,4,1,1,technical,low,1
0.793,0.821,6,96,4,1,1,product_mng,high,0
0.848,0.079,6,163,3,0,1,IT,medium,0
0.995,0.489,3,256,7,0,0,support,medium,1
0.873,0.075,7,139,10,0,0,IT,high,0
0.89,0.678,4,315,7,0,0,product_mng,low,0
0.314,0.791,4,258,3,1,1,hr,high,0
0.402,0.85,6,307,9,0,1,product_mng,medium,0
0.268,0.981,3,307,2,0,0,product_mng,high,0
0.606,0.672,2,106,3,1,0,IT,high,0
0.939,0.769,6,190,1,0,0,marketing,high,0
0.345,0.506,5,258,9,1,1,support,low,1
0.557,0.913,5,82,1,1,0,hr,low,0
0.296,0.644,2,188,6,1,1,product_mng,high,0
0.17,0.884,5,245,2,0,0,product_mng,medium,1
0.195,0.235,3,270,3,1,0,sales,high,0
0.058,0.497,5,179,7,1,1,hr,high,0
0.949,0.73,5,287,9,1,1,product_mng,medium,1
0.403,0.203,6,241,1,1,1,technical,low,0
0.834,0.211,7,90,2,1,0,technical,low,0
0.681,0.978,3,146,3,1,0,IT,high,0
0.192,0.435,2,305,10,1,0,accounting,low,1
0.175,0.182,5,80,1,1,1,sales,low,0
0.812,0.331,7,105,2,0,0,technical,low,0
0.265,0.397,2,162,5,1,1,marketing,high,0
0.913,0.623,4,318,4,0,0,product_mng,medium,1
0.14,0.923,4,249,1,1,1,management,high,0
0.678,0.987,3,115,6,0,0,accounting,medium,0
0.814,0.652,5,174,7,1,1,RandD,medium,0
0.235,0.7,3,305,2,1,1,IT,low,1
0.276,0.322,4,132,7,1,0,RandD,medium,0
0.965,0.857,7,218,1,1,1,marketing,medium,0
0.265,0.218,4,191,8,1,0,support,high,1
0.43,0.106,2,262,3,0,1,IT,high,0
0.433,0.973,7,260,3,1,1,management,high,0
0.253,0.864,3,279,2,0,0,marketing,high,0
0.776,0.304,6,108,9,1,0,product_mng,high,0
0.772,0.675,6,188,6,0,0,accounting,high,0
0.378,0.467,5,246,7,0,1,support,high,1
0.835,0.323,2,180,3,1,0,support,low,0
0.213,0.287,7,240,1,1,1,management,low,1
0.004,0.136,6,232,1,1,1,hr,medium,1
0.571,0.549,4,168,5,0,1,product_mng,low,1
0.994,0.447,7,104,4,0,1,management,medium,0
0.039,0.512,6,312,8,0,0,IT,low,1
0.208,0.215,6,278,8,1,1,RandD,high,1
0.519,0.939,3,294,4,0,1,sales,medium,1
0.81,0.639,5,151,5,0,0,RandD,low,0
0.089,0.9,3,155,4,1,1,technical,medium,1
0.395,0.109,2,157,7,1,0,support,high,0
0.747,0.623,4,87,7,1,0,hr,low,0
0.372,0.849,2,120,7,0,1,support,high,0
0.189,0.331,2,153,1,0,0,product_mng,high,0
0.195,0.195,6,316,4,1,1,management,high,0
0.41,0.265,5,129,10,0,0,management,low,1
0.479,0.273,4,201,4,1,1,product_mng,medium,0
0.862,0.447,3,211,2,0,0,sales,high,1
